split,translation,original_line,google_translation,backtranslation,google_translation_backtranslation,rouge1_translation_vs_original,rouge1_translation_vs_google_translate,rouge1_backtranslation_vs_original,rouge1_backtranslation_vs_google_translate_backtranslation,rougeL_translation_vs_original,rougeL_translation_vs_google_translate,rougeL_backtranslation_vs_original,rougeL_backtranslation_vs_google_translate_backtranslation,chrF_translation_vs_original,chrF_translation_vs_google_translate,chrF_backtranslation_vs_original,chrF_backtranslation_vs_google_translate_backtranslation
train_s,"Megan het 'n drup in Sarah se arm gesit toe hulle by die hospitaal opgeneem is, omdat _ gedehidreer was. Megan Sarah","Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated. Megan Sarah","Megan het 'n IV in Sarah se arm ingesit sodra hulle in die hospitaal opgeneem is, omdat _ gedehidreer was. Megan Sarah","Megan put a drip in Sarah's arm when they were admitted to the hospital, because _ was dehydrated. Megan Sarah","Megan put an IV in Sarah's arm as soon as they were admitted to the hospital, because _ was dehydrated. Megan Sarah",0.2926829268292683,0.8095238095238095,0.75,0.8095238095238095,0.2926829268292683,0.8095238095238095,0.75,0.8095238095238095,0.3460578553119655,0.8002421430571308,0.7992610440315217,0.8512550406421826
dev,Na 'n nare opbreek van hul verhouding het Kayla 'n beskermingsbevel teen Samantha gekry want _ het haar baie bang gemaak. Kayla Samantha,"After a nasty breakup, Kayla needed a restraining order from Samantha because _ was scary to them. Kayla Samantha",Na 'n nare skeiding het Kayla 'n beperkingsbevel van Samantha nodig gehad omdat _ vir hulle skrikwekkend was. Kayla Samantha,"After a nasty breakup of their relationship, Kayla got a protection order against Samantha because _ scared her a lot. Kayla Samantha","After a nasty breakup, Kayla needed a restraining order from Samantha because _ was scary to them. Kayla Samantha",0.19999999999999998,0.4878048780487805,0.5641025641025642,0.5641025641025642,0.19999999999999998,0.43902439024390244,0.5641025641025642,0.5641025641025642,0.295091042191448,0.48252386676788533,0.5154128033080506,0.5154128033080506
dev,Dit lyk of Brett twee keer stadiger oud word as Craig omdat _ 'n rowwe leefstyl gehandhaaf het. Brett Craig,Brett looks as if they are aging at half the rate of Craig because _ has lived a rough lifestyle. Brett Craig,Brett lyk asof hulle teen die helfte van die tempo van Craig verouder omdat _ 'n rowwe leefstyl geleef het. Brett Craig,Brett seems to age twice as slowly as Craig because _ has maintained a rough lifestyle. Brett Craig,Brett seems to age at half the rate of Craig because _ lived a rough lifestyle. Brett Craig,0.3,0.5,0.5789473684210527,0.6470588235294118,0.25,0.45,0.5263157894736842,0.6470588235294118,0.2879673404111858,0.5436692179880193,0.5796967681888675,0.6418751278992592
dev,"Craig het gefrustreerd geraak om Nick te leer sokker speel, omdat _ nie die aanleg daarvoor het nie. Craig Nick","Craig grew frustrated trying to coach Nick in soccer, as _ lacked the aptitude needed for the task. Craig Nick","Craig het gefrustreerd geraak toe hy Nick in sokker probeer afrig het, aangesien _ nie die aanleg gehad het wat nodig was vir die taak nie. Craig Nick",Craig became frustrated with teaching Nick to play soccer because _ doesn't have the aptitude for it. Craig Nick,"Craig became frustrated when he tried to coach Nick in soccer, as _ lacked the aptitude for the task. Craig Nick",0.21052631578947367,0.5652173913043478,0.5263157894736842,0.5641025641025641,0.21052631578947367,0.5652173913043478,0.47368421052631576,0.5128205128205129,0.286505185556087,0.5964504687601662,0.4272711099277011,0.5444558134870847
dev,Ryan se pitsweer het dadelik opgeklaar terwyl Christopher se pitsweer gesweer het omdat _ later medikasie aangesmeer het. Ryan Christopher,Ryan's boil cleared up right away while Christopher's boil got infected due to _ applying medicine later. Ryan Christopher,Ryan se swere het dadelik opgeklaar terwyl Christopher se swer besmet geraak het as gevolg van _ wat later medisyne toegedien het. Ryan Christopher,Ryan's pit boils cleared up immediately while Christopher's pit boils swore because _ later applied medication. Ryan Christopher,Ryan's boils cleared up immediately while Christopher's boil became infected as a result of _ who later administered medicine. Ryan Christopher,0.25641025641025644,0.6190476190476191,0.6666666666666667,0.6341463414634148,0.25641025641025644,0.6190476190476191,0.6153846153846154,0.6341463414634148,0.3149116805146815,0.6286837772827004,0.5072013186875943,0.6586869372908618
dev,Jane se hare was met 'n haarband vasgemaak totdat die haarband geknip is omdat die _ bonkig is. haarband hare,Jane's hair was bound by a band until the band was cut because the _ is bulky. band hair,"Jane se hare is deur 'n band vasgebind totdat die band gesny is, want die _ is lywig. band hare",Jane's hair was tied with a hairband until the hairband was cut because the _ is bulky. headband hair,Jane's hair was tied by a band until the band was cut because the _ is bulky. tie hair,0.15789473684210525,0.5263157894736842,0.7368421052631579,0.7894736842105263,0.15789473684210525,0.5263157894736842,0.7368421052631579,0.7894736842105263,0.1872867907851443,0.41469902227963445,0.6611549956054623,0.6795793414470123
dev,"Dennis het sy gewigsverlies doelwit voor Eric bereik, want _ het 'n gesonde dieët gevolg. Dennis Eric","Dennis made their weight loss goal before Eric, because _ only ate a healthy diet. Dennis Eric","Dennis het hul gewigsverliesdoelwit voor Eric gemaak, want _ het net 'n gesonde dieet geëet. Dennis Erik",Dennis reached his weight loss goal before Eric because _ followed a healthy diet. Dennis Eric,Dennis made their weight loss goal ahead of Eric because _ only ate a healthy diet. Dennis Erik,0.24242424242424243,0.5294117647058824,0.7741935483870969,0.625,0.24242424242424243,0.5294117647058824,0.7741935483870969,0.625,0.2789510782799906,0.7263262203312348,0.6912754053490574,0.6101684386869626
test,Steven was besig om te leer fietsry en Joel was reg langsaan omdat _ geen ervaring van fietsry het nie. Steven Joel,Steven was learning to ride a bike and Joel was right along side because _ had no experience riding bikes. Steven Joel,"Steven het leer fiets ry en Joel was reg langs die kant, want _ het geen ondervinding gehad om fiets te ry nie. Steven Joel",Steven was learning to ride a bike and Joel was right next to him because _ has no experience of riding a bike. Steven Joel,Steven learned to ride a bike and Joel was right by the side because _ had no experience riding a bike. Steven Joel,0.2857142857142857,0.5777777777777778,0.7999999999999999,0.7826086956521738,0.2857142857142857,0.4444444444444445,0.7999999999999999,0.7826086956521738,0.34648616086994105,0.5637441748666079,0.7475215437613442,0.6967113851224392
dev,Die rib-eye biefstuk het artisan peper nodig gehad om te geur omdat die _ nie baie geurig was nie. biefstuk peper,The rib-eye steak needed some artisan pepper to season it because the _ was bland. steak pepper,"Die rib-oog-steak het 'n bietjie ambagpeper nodig gehad om dit te geur, want die _ was vaal. steak peper",The rib-eye steak needed artisan pepper to season because the _ wasn't very flavorful. steak pepper,"The rib-eye steak needed some pepper to season it, as the _ was bland. steak pepper",0.21052631578947367,0.5365853658536585,0.7647058823529412,0.6666666666666667,0.21052631578947367,0.5365853658536585,0.7647058823529412,0.6666666666666667,0.2786518211596816,0.4100916792405749,0.7285846406979579,0.5754554185844551
dev,"Joel se gesondheid was sterker as William s'n, want _ is 'n sigaarroker. Joel William",The health of Joel was stronger than that of William due to _ being a cigar smoker. Joel William,Die gesondheid van Joel was sterker as dié van William as gevolg van _ wat 'n sigare roker was. Joel William,Joel's health was stronger than William's because _ is a cigar smoker. Joel William,Joel's health was stronger than William's due to _ being a cigar smoker. Joel William,0.303030303030303,0.5142857142857143,0.6666666666666666,0.8387096774193549,0.303030303030303,0.4571428571428572,0.606060606060606,0.8387096774193549,0.40699884569801914,0.5935173489460683,0.6555641568566788,0.82952870991287
test,Die katjie is aangetrokke tot Sarah en minder tot Jennifer omdat _ hom nooit 'n lekkerny gee nie. Sarah Jennifer,The kitten is drawn to Sarah less than Jennifer because _ never gives her a treat. Sarah Jennifer,"Die katjie word minder na Sarah aangetrek as Jennifer, want _ gee haar nooit 'n bederf nie. Sarah Jennifer",The kitten is attracted to Sarah and less to Jennifer because _ never gives him a treat. Sarah Jennifer,The kitten is less attracted to Sarah than Jennifer because _ never gives her a treat. Sarah Jennifer,0.27777777777777773,0.5945945945945946,0.7999999999999999,0.8571428571428571,0.27777777777777773,0.4864864864864865,0.7999999999999999,0.7999999999999999,0.314239318988169,0.5039979375608309,0.7191959758234877,0.8172318968466019
test,"Nick het Kenneth se aandag afgetrek, want _ het baie van 'n nar en sy grappies gehou. Kenneth Nick","Kenneth was always distracted by Nick, as _ liked a clown and the goofing off a lot. Kenneth Nick","Kenneth is altyd deur Nick afgelei, want _ het baie van 'n nar gehou en die geknoei. Kenneth Nick",Nick distracted Kenneth because _ really liked a clown and his jokes. Kenneth Nick,Kenneth was always distracted by Nick because _ really liked a clown and the messed up. Kenneth Nick,0.2222222222222222,0.6666666666666666,0.5806451612903226,0.7333333333333334,0.16666666666666666,0.5555555555555556,0.45161290322580644,0.5999999999999999,0.2973641215371811,0.5345466158449305,0.5465472712533446,0.7259911391071019
dev,"Craig het gefrustreerd geraak om Nick te leer sokker speel, omdat _ nie die geduld daarvoor het nie. Craig Nick","Craig grew frustrated trying to coach Nick in soccer, as _ lacked the patience needed for the task. Craig Nick","Craig het gefrustreerd geraak toe hy Nick in sokker probeer afrig het, aangesien _ nie die geduld gehad het wat nodig was vir die taak nie. Craig Nick",Craig became frustrated with teaching Nick to play soccer because _ didn't have the patience for it. Craig Nick,"Craig became frustrated when he tried to coach Nick in soccer, as _ lacked the patience required for the task. Craig Nick",0.21052631578947367,0.5652173913043478,0.5263157894736842,0.5500000000000002,0.21052631578947367,0.5652173913043478,0.47368421052631576,0.5,0.2865251367713755,0.5964504687601662,0.429694958046087,0.5228927820136408
dev,Justin het 'n sjabloon gebruik vir die skrif van hul voorlegging maar Derrick het nie. _ se voorlegging het baie netjies gelyk. Justin Derrick,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very neat looking presentation. Justin Derrick,"Justin het 'n stensil op hul aanbiedingsletters gebruik, maar Derrick het nie. _ het 'n baie netjiese aanbieding gehad. Justin Derrick",Justin used a template for writing their presentation but Derrick did not. _'s presentation looked very neat. Justin Derrick,"Justin used a stencil on their presentation letters, but Derrick did not. _ had a very neat presentation. Justin Derrick",0.18604651162790697,0.6046511627906976,0.7692307692307692,0.7368421052631579,0.18604651162790697,0.5581395348837209,0.6666666666666667,0.6842105263157895,0.2913957188265001,0.5120350935165772,0.6832448031032509,0.6662042118596625
dev,"Die skoonmaakspan het lappe in plaas van waslappe gebruik, hoewel die _ baie gou tot niet gegaan het. waslappe lappe","The cleaning crew always used rags instead of washcloths, although the _ tended to wear out quickly. washcloths rags","Die skoonmaakpersoneel het altyd lappe in plaas van waslappe gebruik, hoewel die _ geneig was om vinnig te verslyt. waslappe lappe","The cleaning crew used rags instead of washcloths, although the _ soon went to waste. washcloths rags","The cleaning staff always used rags instead of washcloths, although the _ tended to wear out quickly. washcloths rags",0.0,0.6153846153846154,0.7647058823529411,0.7058823529411765,0.0,0.6153846153846154,0.7647058823529411,0.7058823529411765,0.15330194588491566,0.6783495230874882,0.7817618427461493,0.7428039483597387
train_s,"Emily kyk op en sien Patricia bo-oor jaag, want _ was op die oprit. Emily Patricia","Emily looked up and saw Patricia racing by overhead, as _ was on the ramp . Emily Patricia","Emily het opgekyk en gesien hoe Patricia oorkant jaag, terwyl _ op die oprit was. Emily Patricia","Emily looked up to see Patricia rushing upstairs, because _ was on the ramp. Emily Patricia","Emily looked up to see Patricia speeding across, while _ was on the driveway. Emily Patricia",0.3125,0.625,0.6451612903225806,0.7333333333333333,0.3125,0.5625,0.6451612903225806,0.7333333333333333,0.40702840511353133,0.5512128211047868,0.6053630591970655,0.6223079306592593
dev,"Hunter het sy liefde vir Joseph in hul huwelik gedeel nie, so _ het egskeidingsdokumente ontvang. Hunter Joseph","Hunter found they no longer returned Joseph's love in their marriage, therefore _ received divorce papers. Hunter Joseph","Hunter het gevind dat hulle nie meer Josef se liefde in hul huwelik teruggegee het nie, daarom het _ skeipapiere ontvang. Jagter Josef","Hunter did not share his love for Joseph in their marriage, so _ received divorce papers. Hunter Joseph","Hunter found that they no longer returned Joseph's love in their marriage, so _ received divorce papers. Hunter Joseph",0.28571428571428575,0.46153846153846156,0.6285714285714287,0.6666666666666667,0.28571428571428575,0.46153846153846156,0.5714285714285715,0.6111111111111113,0.30811901325822305,0.4655529881704683,0.6898343688550169,0.7378865290465093
dev,Samantha het haar kamerjas vir Bety gegee omdat dit baie krapperig vir _ was toe sy dit aangepas het. Samantha Betty,Samantha gifted her new bathrobe to Betty because it felt very itchy for _ when she tried it on. Samantha Betty,Samantha het haar nuwe badjas aan Betty geskenk omdat dit baie jeukerig gevoel het vir _ toe sy dit probeer het. Samantha Betty,Samantha gave her dressing gown to Bety because it was too scratchy for _ when she adjusted it. Samantha Betty,Samantha gave her new bathrobe to Betty because it felt very itchy to _ when she tried it on. Samantha Betty,0.15,0.6190476190476191,0.5641025641025641,0.5641025641025641,0.15,0.6190476190476191,0.5641025641025641,0.5641025641025641,0.3137036608694193,0.5546440672657754,0.531750910981514,0.5240875655688747
dev,"Monica hou regtig van 'n vodka drankie, maar Felicia verkies whiskey omdat _ hou van deursigtige drankies. Monica Felicia","Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes clear liquors. Monica Felicia","Monica geniet 'n vodka-drankie baie, maar Felicia verkies whisky omdat _ van helder drank hou. Monica Felicia","Monica really likes a vodka drink, but Felicia prefers whiskey because _ likes clear drinks. Monica Felicia","Monica really enjoys a vodka drink, but Felicia prefers whiskey because _ likes clear liquor. Monica Felicia",0.35294117647058826,0.6857142857142857,0.875,0.875,0.35294117647058826,0.6285714285714287,0.875,0.875,0.3689879737985143,0.5884829406939159,0.8500936898958177,0.8397614137206194
test,John wou van sy speelgoed weggee en eerder skoene kry omdat die _ min was. speelgoed skoene,John wanted to give out some of his toys and have some shoes in return because the _ are few. toys shoes,"John wou van sy speelgoed uitdeel en 'n paar skoene in ruil hê, want die _ is min. speelgoed skoene",John wanted to give away some of his toys and get shoes instead because the _ was scarce. toy shoes,"John wanted to give away some of his toys and have a pair of shoes in exchange, because the _ is scarce. toy shoes",0.05405405405405405,0.6285714285714286,0.7,0.761904761904762,0.05405405405405405,0.6285714285714286,0.7,0.761904761904762,0.1680600148378104,0.5767358649421884,0.60495389211636,0.7762663279895379
test,John wou van sy speelgoed weggee en eerder skoene kry omdat die _ baie was. speelgoed skoene,John wanted to give out some of his toys and have some shoes in return because the _ are many. toys shoes,"John wou van sy speelgoed uitdeel en 'n paar skoene in ruil hê, want die _ is baie. speelgoed skoene",John wanted to give away some of his toys and get shoes instead because the _ was a lot. toy shoes,John wanted to give away some of his toys and have a pair of shoes in exchange because the _ is a lot. toy shoes,0.05405405405405405,0.6285714285714286,0.6829268292682926,0.7727272727272727,0.05405405405405405,0.6285714285714286,0.6829268292682926,0.7727272727272727,0.15926207406571216,0.5778709939635499,0.6141007596335911,0.7713748909218596
test,"Carrie het vandag Megan se tandkroon ingesit, so _ het tyd spandeer om te antwoord hoe om daarvoor te sorg. Carrie Megan",Carrie installed Megan's dental crown today so _ spent time after answering how to take of it. Carrie Megan,"Carrie het vandag Megan se tandheelkundige kroon geïnstalleer, so _ het tyd spandeer nadat sy geantwoord het hoe om dit te neem. Carrie Megan","Carrie put in Megan's dental crown today, so _ spent some time answering how to take care of it. Carrie Megan","Carrie installed Megan's dental crown today, so _ spent some time after answering how to take it. Carrie Megan",0.25,0.6222222222222222,0.8500000000000001,0.8500000000000001,0.25,0.6222222222222222,0.8500000000000001,0.8500000000000001,0.2910867796237404,0.6632667679336267,0.7278320429237951,0.8067750049728754
dev,Kayla dra altyd sonskerm buite maar Natalie doen nie want _ is nie bekommerd dat sy plooie in haar nek sal kry nie. Kayla Natalie,Kayla always wears sunscreen outdoors but Natalie doesn't because _ isn't concerned about getting neck wrinkles. Kayla Natalie,"Kayla dra altyd sonskerm buitenshuis, maar Natalie nie omdat _ nie bekommerd is oor nekplooie nie. Kayla Natalie",Kayla always wears sunscreen outside but Natalie doesn't because _ isn't worried about getting wrinkles on her neck. Kayla Natalie,"Kayla always wears sunscreen outdoors, but Natalie doesn't because _ isn't worried about neck wrinkles. Kayla Natalie",0.186046511627907,0.6341463414634146,0.8500000000000001,0.8717948717948718,0.186046511627907,0.5853658536585366,0.8,0.8205128205128205,0.32223164186472764,0.6299177492175553,0.7801421664322387,0.7740210513058665
test,"Megan het Jessica se hoed saam met 'n bondel wasgoed gewas, so _ het skuldig gevoel dat die hoed beskadig het. Megan Jessica","Megan washed Jessica's hat with the load of laundry, so _ felt guilty that the hat was ruined. Megan Jessica","Megan was Jessica se hoed met die vrag wasgoed, so _ het skuldig gevoel dat die hoed verwoes is. Megan Jessica","Megan washed Jessica's hat with a load of laundry, so _ felt guilty about damaging the hat. Megan Jessica","Megan washed Jessica's hat with the load of laundry, so _ felt guilty that the hat was ruined. Megan Jessica",0.23809523809523808,0.7142857142857143,0.8205128205128205,0.8205128205128205,0.23809523809523808,0.7142857142857143,0.8205128205128205,0.8205128205128205,0.2936932806366825,0.6031075636284947,0.7616792569574287,0.7616792569574287
test,"Dennis se kos is branderig gemaak, maar Donald se kos het meer gebrand omdat _ van Suid-Amerika is. Dennis Donald","The food of Dennis is made spicy, but Donald's is spicier because _ is from South America. Dennis Donald","Die kos van Dennis word pittig gemaak, maar Donald s'n is pittiger omdat _ van Suid-Amerika afkomstig is. Dennis Donald","Dennis's food was made hot, but Donald's food was hotter because _ is from South America. Dennis Donald","Dennis's food is made spicy, but Donald's is spicier because _ is from South America. Dennis Donald",0.3076923076923077,0.6341463414634146,0.6842105263157895,0.7567567567567567,0.3076923076923077,0.5365853658536585,0.631578947368421,0.7567567567567567,0.30708330301429,0.6183220440433185,0.6746033029059947,0.7217160732576793
dev,Die borsgleuf moes weggesteek wees vir hierdie geleentheid se klere want die _ was nie gepas nie. borsgleuf klere,The cleavage had to be hidden for this event's clothing because the _ was inappropriate. cleavage clothing,Die splitsing moes vir hierdie geleentheid se kleredrag weggesteek word omdat die _ onvanpas was. klowe klere,The breast slit had to be hidden for this occasion's clothes because the _ was not appropriate. chest slit clothes,The cleavage had to be hidden for this event's attire because the _ was inappropriate. loose clothes,0.05714285714285714,0.5882352941176471,0.7027027027027027,0.6486486486486486,0.05714285714285714,0.5294117647058824,0.7027027027027027,0.6486486486486486,0.1541629526324718,0.5296224319206075,0.5463648055661319,0.5315985181170738
dev,"Die regeringswette is baie erder as die skoolreels, want die _ is streng. wette reels","The laws of the government are a lot worse than the rules of schools, because the _ are strict. laws rules","Die wette van die regering is baie erger as die reëls van skole, want die _ is streng. wette reëls",The government laws are much worse than the school rules because the _ is strict. laws rules,The laws of the government are much worse than the rules of schools because the _ are strict. laws rules,0.0,0.5714285714285714,0.7777777777777777,0.8571428571428572,0.0,0.5714285714285714,0.6666666666666665,0.742857142857143,0.1802142424299431,0.664360216807179,0.6761854668740033,0.7672196189262807
dev,"Die rok kon velcro of 'n rits hê om toe te maak, die _ sou langer hou. velcro rits","The dress could use either velcro or a zipper to close, the _ would last longer. velcro zipper","Die rok kan óf klittenband óf 'n ritssluiter gebruik om toe te maak, die _ sal langer hou. klittenband rits","The dress could have velcro or a zipper to close, the _ would last longer. velcro zipper","The dress can use either velcro or a zipper to close, the _ will last longer. velcro zipper",0.11428571428571428,0.5945945945945946,0.9090909090909091,0.787878787878788,0.11428571428571428,0.5945945945945946,0.9090909090909091,0.787878787878788,0.2780911789425286,0.5307381727378994,0.9039422636415974,0.7657282307196454
dev,Ann het eerder olieverf as waterverf op die doek gebruik omdat _ vinniger was om klaar te maak. akrilies olie,Ann liked using oil paint rather than acrylic on canvas because _ had a shortened working time. acrylic oil,Ann het daarvan gehou om olieverf eerder as akriel op doek te gebruik omdat _ 'n verkorte werktyd gehad het. akriel olie,Ann used oil paint rather than watercolor on the canvas because _ was faster to finish. acrylic oil,Ann liked to use oil rather than acrylic on canvas because _ had a shortened working time. acrylic oil,0.05405405405405406,0.6,0.6285714285714287,0.6285714285714287,0.05405405405405406,0.45,0.6285714285714287,0.5714285714285715,0.16175005737444206,0.42697339166271225,0.5305026987474074,0.4599468650711797
test,"Samantha se pyndrempel was baie hoër as Mary s'n, so _ het die geringer werkies gedoen. Samantha Mary","Samantha's tolerance for pain was much higher compared to Mary, so _ worked the menial jobs. Samantha Mary","Samantha se verdraagsaamheid vir pyn was baie hoër in vergelyking met Mary, so _ het die geringe werke gewerk. Samantha Maria","Samantha's pain threshold was much higher than Mary's, so _ did the menial jobs. Samantha Mary","Samantha's tolerance for pain was much higher compared to Mary, so _ the menial jobs worked. Samantha Maria",0.37837837837837834,0.6,0.7428571428571428,0.6857142857142857,0.3243243243243243,0.6,0.7428571428571428,0.6857142857142857,0.34509655365888126,0.5744732831614916,0.6355760536931423,0.5825265750537025
