split,translation,original_line,google_translation,backtranslation,google_translation_backtranslation,rouge1_translation_vs_original,rouge1_translation_vs_google_translate,rouge1_backtranslation_vs_original,rouge1_backtranslation_vs_google_translate_backtranslation,rougeL_translation_vs_original,rougeL_translation_vs_google_translate,rougeL_backtranslation_vs_original,rougeL_backtranslation_vs_google_translate_backtranslation,chrF_translation_vs_original,chrF_translation_vs_google_translate,chrF_backtranslation_vs_original,chrF_backtranslation_vs_google_translate_backtranslation
dev,U Michael ebene kati njenge silwanyana sasendlini kodwa u Nelson ebengena zilwanyana zase ndlini ngongokuba _ zinokwaliwa okuncinci kwi mizimba yazo. U Michael u Nelson,Michael had a cat as a pet but Nelson didn't have any pets because _ had little allergies in their system. Michael Nelson,UMichael wayenekati njengesilwanyana sasekhaya kodwa uNelson wayengenazo naziphi na izilwanyana zasekhaya kuba _ wayenezinto ezincinci ezikwaliwayo kwinkqubo yabo. UMichael Nelson,Michael had a cat as a pet but Nelson was not into pets because _ they have minor allergies in their bodies. Michael Nelson,Michael had a cat as a pet but Nelson didn't have any pets because _ he had small allergies in their system. Michael Nelson,0.1702127659574468,0.0930232558139535,0.7391304347826085,0.723404255319149,0.1702127659574468,0.0930232558139535,0.6956521739130435,0.6808510638297872,0.20241375366535996,0.6011339234930705,0.673848323901181,0.6715092544263248
dev,"U Jennifer utsale u Felicia ukuba ahambe naye baye kwi ndibano yokuzinceda enge ndlela yophumelela, ngongokuba u _ ebefuna ukuhlaliswa. U Jennifer U Felicia","Jennifer dragged Felicia along to a self help workshop about how to succeed, because _ wanted some company. Jennifer Felicia","UJennifer watsalela uFelicia kwindibano yocweyo yokuzinceda malunga nokuba ungaphumelela njani, kuba _ wayefuna inkampani ethile. UJennifer Felicia","Jennifer invited Felicia to go with her to a self-help meeting that was not successful, because she wanted to be housed. Jennifer Felicia","Jennifer invited Felicia to a self-help workshop on how to be successful, because _ she needed some company. Jennifer Felicia",0.1904761904761905,0.10256410256410256,0.5116279069767442,0.6363636363636365,0.1904761904761905,0.10256410256410256,0.46511627906976744,0.5454545454545454,0.24955391855004236,0.5102593355986742,0.4425781547750329,0.5999062546273746
test,"USamuel wayefuna ukwazi ngobuchwepheshe beziseko hayi njengo ULawrence, ngoku _ wanika ingqalelo izifundo zesingesi. USamuel ULawrence","Samuel was curious about technicalities and structures unlike Lawrence, so _ paid more attention to English grammar. Samuel Lawrence","USamuel wayenomdla malunga nobugcisa kunye nezakhiwo ngokungafaniyo noLawrence, ngoko ke _ wanikela ingqalelo engakumbi kwigrama yesiNgesi. USamuel Lawrence","Samuel wanted to know about basic technology and not like Lawrence, now he paid attention to English studies. Samuel Lawrence","Samuel was interested in art and architecture unlike Lawrence, so he paid more attention to English grammar. Samuel Lawrence",0.0,0.18750000000000003,0.5263157894736842,0.5128205128205129,0.0,0.18750000000000003,0.5263157894736842,0.5128205128205129,0.2774323516912393,0.475390776888986,0.5373206473099531,0.5382796589840256
test,"U Derrick wayenezifundo zasekuseni ngethuba yena uLogan wayenezifundo zangenjika langa, _ esebenza kwivenkile ethengisa amaqebengwane ngenjika langa. UDerrick ULogan","Since Derrick had morning classes and Logan had evening classes, _ worked in the donut shop in the evening. Derrick Logan","Kuba uDerrick wayeneeklasi zasekuseni kwaye uLogan wayeneeklasi zangokuhlwa, _ wayesebenza kwivenkile yeedonki ngorhatya. UDerrick Logan","Derrick had morning classes while Logan had afternoon classes, _ working at a cake shop during the day. Derrick Logan","Because Derrick had morning classes and Logan had evening classes, _ he worked at the donkey shop in the evenings. Derrick Logan",0.052631578947368425,0.25,0.6153846153846154,0.6500000000000001,0.052631578947368425,0.25,0.6153846153846154,0.6500000000000001,0.20284435206064225,0.4488161649598678,0.583554818327529,0.5673232494476271
dev,U Samuel uzamile akangaphumelela ukwenza u Brett angayi e sikolweni ngongokuba u _ ebengu lova ongalandeli mithetho. U Samuel u Brett,Samuel tried unsuccessfully to get Brett to skip school because _ was a truant that didn't follow the rules. Samuel Brett,USamuel wazama kodwa akazange aphumelele ukwenza uBrett atsibe isikolo kuba _ wayengumfundisi ongayilandeliyo imithetho. USamuel Brett,Samuel tried unsuccessfully to make Brett not go to school because he was a bad boy who didn't follow the rules. Samuel Brett,Samuel tried but failed to get Brett to skip school because _ he was an unruly teacher. Samuel Brett,0.1951219512195122,0.1142857142857143,0.7555555555555556,0.5238095238095238,0.1951219512195122,0.1142857142857143,0.7555555555555556,0.5238095238095238,0.2089356521604707,0.5367981541540103,0.7045436019340059,0.4288434796057072
test,"U Betty wayengowokuqala ukuxelela isigulane ukuba siphethwe yintoni u Felicia waba ngowesibini, _ banika olwabo uluvo isibini. UBetty UFelicia","Betty was the first person to give the patient the diagnoses Felicia was the second, _ gave their opinion second. Betty Felicia","UBetty wayengumntu wokuqala ukunika isigulana uxilongo uFelicia wayengowesibini, _ banike uluvo lwabo okwesibini. UBetty Felicia","Betty was the first to tell the patient what he was suffering from and Felicia was the second, _ they both gave their opinion. Betty Felicia","Betty was the first person to give the patient a diagnosis Felicia was the second, _ they gave their second opinion. Betty Felicia",0.10256410256410256,0.25,0.6956521739130435,0.7234042553191491,0.10256410256410256,0.125,0.6956521739130435,0.7234042553191491,0.23435597118535492,0.6146144115887143,0.6060402552485372,0.6319320720343521
test,UJason ufunde ukuncamisa ngokubuza uSteven ukuba ambonise ukuba kwenziwa njani. _ waba ngumpetha emva kwalokho. uJason uSteven,Jason learned how to kiss by asking Steven to show him how. _ became a pro afterwards. Jason Steven,UJason wafunda indlela yokuncamisa ngokucela uSteven ukuba ambonise indlela. _ waba yipro emva koko. UJason Steven,Jason learned to kiss by asking Steven to show him how. _ became champion after that. Jason Steven,Jason learned how to kiss by asking Steven to show him how. _ turned pro after that. Jason Steven,0.0,0.45161290322580644,0.7999999999999999,0.8571428571428571,0.0,0.45161290322580644,0.7999999999999999,0.8571428571428571,0.19631093309958503,0.4735674212627885,0.7603416511389899,0.7691447910640109
dev,U Craig ibingumntu ozicengela yedwa kakhulu kowda u Kenneth ebe nobubele. _ ebe naba hlobo abaliqela aba lungileyo. U Craig U Kenneth,Craig was a very selfish individual but Kenneth was very generous. _ had a lot of good friends. Craig Kenneth,UCraig wayengumntu ozingcayo kakhulu kodwa uKenneth wayenesisa kakhulu. _ Wayenabahlobo abaninzi abalungileyo. UCraig Kenneth,"Craig was a very selfish person, but Kenneth was kind. _ he had several good ones. Craig Kenneth",Craig was very selfish but Kenneth was very generous. _ He had many good friends. Craig Kenneth,0.2,0.11764705882352941,0.6666666666666667,0.7272727272727272,0.2,0.11764705882352941,0.6666666666666667,0.7272727272727272,0.217700879586295,0.5652279319269302,0.6084834861707501,0.5645565837771035
test,"uMonica ukhetha ukuxiba illentsi zokujonga ngaphezu koba uSarah esenza, _ khange abenengxaki ukubamba amehlo akhe. uMonica uSarah","Monica preferred wearing contact lenses more than Sarah did, as _ had no problems touching her eye. Monica Sarah","UMonica wayekhetha ukunxiba iilensi zokudibanisa ngaphezu kokuba uSarah wayesenza, njengoko _ wayengenangxaki yokubamba iliso lakhe. UMonica Sarah","Monica prefers to wear contact lenses more than Sarah does, _ she had no problem holding her eyes. Monica Sarah","Monica preferred to wear contact lenses more than Sarah did, as _ she had no problem holding her eye. Monica Sarah",0.0,0.25,0.8108108108108109,0.9230769230769231,0.0,0.25,0.8108108108108109,0.9230769230769231,0.21644248607460623,0.508822002226401,0.7036254224508435,0.8515480999840683
dev,"U Laura uzise iinwele ku Monica e ndaweni yokwenza iinwele, ukuze u _ ahoye iidreads zakhe ngobu chwepheshe. U Laura U Monica","Laura brought extensions to Monica at the salon, so that _ could treat their dreads professionally. Laura Monica","ULaura weza nezandiso kuMonica kwisaluni, ukuze _ baphathe izoyikiso zabo ngokufanelekileyo. ULaura Monica","Laura brought Monica's hair to the hairdresser, so she could take care of her dreads professionally. Laura Monica","Laura brought extensions to Monica at the salon, so they could handle their threats properly. Laura Monica",0.21052631578947367,0.12121212121212123,0.6111111111111113,0.5,0.21052631578947367,0.12121212121212123,0.5555555555555555,0.4444444444444444,0.22553431646259847,0.32446352979412285,0.5755161632745619,0.42132202168129523
dev,"ngokuba u Craig elahle iitoti ze aluminium emgqomeni kwaye u Benjamin evuselela, u _ ebengenaxanduva ngokusingqongileyo. U Craig U Benjamin","Since Craig threw aluminum cans in the trash and Benjamin recycled, _ was environmentally irresponsible. Craig Benjamin","Kuba uCraig walahla iinkonkxa zealuminiyam kwinkunkuma waza uBenjamin waphinda warisayikilishwa, _ ebengakhathali ngokusingqongileyo. UCraig Benjamin","because Craig threw aluminum cans in the trash and Benjamin recycled, _ was not responsible for the environment. Craig Benjamin","Because Craig threw aluminum cans in the garbage and Benjamin recycled them, _ he didn't care about the environment. Craig Benjamin",0.22857142857142856,0.12121212121212122,0.742857142857143,0.7,0.22857142857142856,0.12121212121212122,0.742857142857143,0.7,0.26197610593839893,0.49625062320765445,0.7973932165925223,0.7123813013593727
test,"U Tanya wacwangcisa uhambo awayezakulithatha no Megan, olwalusisothuso kuba _ yayisoloko inguye oqoqoshekileyo. UTanya UMegan","Tanya planned the trip that she would take with Megan, which was surprising since _ was usually the more orderly. Tanya Megan","UTanya waceba uhambo awayeza kuhamba nalo noMegan, nto leyo eyayimangalisa kuba _ ngokuqhelekileyo yayidla ngocwangco. UTanya Megan","Tanya planned a trip with Megan, which was a surprise because _ she was always the neat one. Tanya Megan","Tanya planned the trip she would take with Megan, which was surprising because _ usually it was orderly. Tanya Megan",0.11428571428571427,0.26666666666666666,0.6500000000000001,0.7368421052631579,0.11428571428571427,0.19999999999999998,0.6,0.631578947368421,0.2284468840785008,0.4728291592638674,0.5569516297232989,0.6016512500128358
dev,"U Christine uye wawamnkela umcelimngeni wasebusku osuka ku Laura, ngongokuba u _ ebene thuba elingcono loku phumelela. U Christine U Laura","Christine accepted the over night challenge from Laura, because _ had a better chance of winning. Christine Laura","UChristine wamkela umceli mngeni wobusuku kuLaura, kuba _ wayenethuba elingcono lokuphumelela. UChristine Laura","Christine accepted a late-night challenge from Laura, saying she had the best chance of winning. Christine Laura","Christine accepted the challenge of the night from Laura, because _ she had a better chance of winning. Christine Laura",0.2162162162162162,0.125,0.7999999999999999,0.8108108108108109,0.2162162162162162,0.125,0.6857142857142857,0.6486486486486486,0.2591642491411938,0.6569006636185025,0.7255576511169823,0.6933252118550329
dev,U Jennifer uyibuyisele ku Sarah i pani ngongokuba u _ ebeyi boleke kuye ngenxa yombhiyozo we potluck. U Jennifer U Sarah,Jennifer returned the pan to Sarah because _ had borrowed it from her for the potluck party. Jennifer Sarah,UJennifer wabuyisela ipani kuSarah kuba _ wayeyiboleke kuye ukwenzela itheko lokungcakaza. UJennifer Sarah,Jennifer returned the pan to Sarah that _ had borrowed from her for the potluck celebration. Jennifer Sarah,Jennifer returned the pan to Sarah because _ she had lent it to her for a gambling party. Jennifer Sarah,0.2631578947368421,0.125,0.8571428571428571,0.6111111111111113,0.2631578947368421,0.125,0.8571428571428571,0.6111111111111113,0.29084678813549836,0.4592892015654575,0.7610020559515042,0.5414053930182106
dev,U Jennifer uyibuyisele ku Sarah i pani ngongokuba u _ ebemboleke yona ngenxa yombhiyozo we potluck. U Jennifer U Sarah,Jennifer returned the pan to Sarah because _ had loaned it to her for the potluck party. Jennifer Sarah,UJennifer wabuyisela ipani kuSarah kuba _ wayemboleke yona ukwenzela itheko lokudlalisa. UJennifer Sarah,Jennifer returned the pan to Sarah that she had lent her for the potluck celebration. Jennifer Sarah,Jennifer returned the pan to Sarah because _ she had lent it to her for a play party. Jennifer Sarah,0.27027027027027023,0.12903225806451615,0.7428571428571428,0.7222222222222222,0.27027027027027023,0.12903225806451615,0.7428571428571428,0.7222222222222222,0.2861545766942752,0.4506926149332618,0.679874619341084,0.6378591567595077
dev,Imivuzo yomzi mveliso ibi sezanti kune mivuzo kwi sityalo ngokuba beku khuselekile uzebenza kwi _. isityalo umzi mveliso,The wages at the factory were lower than the wages at the plant since it was more safe to work at the _ . plant factory,Umvuzo kumzi-mveliso ubungaphantsi kunomvuzo womzi-mveliso ekubeni kwakukhuselekile ukusebenza e_ . umzi-mveliso wezityalo,The wages of the factory were higher than the wages of the plant because it was safe to work in _. plant factory,The wage in the factory was lower than the factory wage since it was safe to work in _ . plant factory,0.0,0.1935483870967742,0.7391304347826088,0.7142857142857143,0.0,0.1935483870967742,0.7391304347826088,0.7142857142857143,0.09155928566409366,0.441633785350682,0.66069598471021,0.6211175675848291
test,"UMichael wayesiya kwi tanning bed kusasa ngelixa uAaron wayesiya ngobusuku, _ wayenexesha ebusuku. uMichael uAaron","Michael went to the tanning bed in the mornings as where Aaron went at nights, _ has free time in the nights. Michael Aaron","UMikayeli waya kumandlalo wokuluka ekuseni njengoko uAron waya ebusuku, _ unexesha lokukhulula ebusuku. UMikayeli uAron","Michael went to the tanning bed in the morning while Aaron went at night, _ he had time at night. Michael Aaron","Michael went to the weaving bed in the morning as Aaron went at night, _ he has time to undress at night. Michael Aaron",0.1081081081081081,0.07142857142857142,0.7727272727272727,0.8181818181818182,0.1081081081081081,0.07142857142857142,0.7727272727272727,0.8181818181818182,0.30136642725511803,0.35134366045785764,0.7604384007524579,0.7812875799511204
test,"U Rachel wayesoloko ethe gqolo ngempatho yakhe ngaku uMonica, waye _ wamnika intembeko enkulu. URachel UMonica","Rachel was always consistent with their treatment of Monica, so _ gave a lot of trust. Rachel Monica","URachel wayesoloko ehambelana nonyango lwabo lukaMonica, ke _ wanika ithemba elikhulu. URachel Monica","Rachel was always consistent in her behavior towards Monica, she gave her a lot of trust. Rachel Monica","Rachel had always been consistent with their treatment of Monica, so she gave a lot of hope. Rachel Monica",0.0625,0.14814814814814814,0.6857142857142857,0.5945945945945946,0.0625,0.14814814814814814,0.6857142857142857,0.5945945945945946,0.2794402620292888,0.46968156000667327,0.6486925946544947,0.5095916815581237
test,"U Jennifer ebenentaka etyebileyo nebithanda ukutya isipinatshi, yena u Rebecca ebesoloko eyinika ukutyana okuncinci phambi kokutya ukutya ukuya egazini. _ wabanomsindo xa efumanisa ukuba bekwenziwa yintoni. UJennifer URebecca","Jennifer's canary was fat but liked to eat spinach, and Rebecca always gave it some extra snacks. _ got upset when she found out why the canary was fat. Jennifer Rebecca","Icanari kaJennifer yayityebile kodwa ethanda ukutya isipinatshi, kwaye uRebecca wayesoloko esinika amashwamshwam angakumbi. _ wacaphuka xa efumanisa ukuba kutheni i-canary ityebile. UJennifer Rebecca","Jennifer had a fat bird that loved to eat spinach, and Rebecca always gave it a small snack before eating. _ they were angry when he found out what was being done. Jennifer Rebecca","Jennifer's canary was fat but loved eating spinach, and Rebecca always gave us extra snacks. _ he got angry when he found out why the canary was fat. Jennifer Rebecca",0.06896551724137931,0.31999999999999995,0.53125,0.5714285714285713,0.06896551724137931,0.24,0.53125,0.5714285714285713,0.2155778129143303,0.4628567777309833,0.540983498730324,0.5649904662974934
test,UJohn ujwayele ukucasuka ecikwa iswekile ne nomtshini we-insulin ngenxa ye _ ibuhlungu. umtshini Isifo seswekile,John gets regularly annoyed with his diabetes and insulin device because the _ is painful. device diabetes,UJohn uhlala ecatshukiswa sisifo seswekile kunye nesixhobo se-insulin kuba i_ ibuhlungu. isixhobo seswekile,John often gets upset when he is fed sugar and the insulin machine because _ it hurts. machine Diabetes,John is always upset with his diabetes and insulin device because it hurts. sugar device,0.06451612903225808,0.2758620689655172,0.47058823529411764,0.606060606060606,0.06451612903225808,0.2758620689655172,0.35294117647058826,0.42424242424242425,0.19694066667346918,0.4411964773208383,0.34634751267497793,0.3991603826438519
dev,I khompyutha ka Victoria ibaleke ngoku cotha kuneka Carrie ngongokuba u _ ufake iifayile ezimbalwa. U Victoria U Carrie,The computer of Victoria ran slower than that of Carrie because _ downloaded less files. Victoria Carrie,Ikhompyuter yaseVictoria yahamba kancinci kunekaCarrie kuba _ ikhuphele iifayile ezincinci. UVictoria Carrie,Victoria's computer ran slower than Carrie's when she _ put in a few files. Victoria Carrie,Victoria's computer ran slower than Carrie's because _ it downloaded smaller files. Victoria Carrie,0.23529411764705882,0.13793103448275862,0.5454545454545455,0.6875,0.23529411764705882,0.13793103448275862,0.48484848484848486,0.6875,0.2849090570027138,0.4930657162388385,0.6033821341008986,0.7501640076531929
train_s,UCallie wazilungiselela ukudansa kakhulu kunokulungisa ukudlala isiginci ngoba umdlalo weveki elilandelayo kwakuyowoku _. ukudanisa isiginci,Callie practiced dancing more than she practiced guitar because the recital next week was for the _ . dancing guitar,UCallie uziqhelise ukudanisa ngaphezu kokuqhelisela isiginkci kuba ingoma kwiveki ezayo yayiyeye_ . isiginci esidanisayo,Callie prepared to dance more than to play guitar because next week's game was _. dancing guitar,Callie practiced dancing more than practicing guitar because next week's song was for_ . dancing guitar,0.0,0.22222222222222224,0.6285714285714287,0.7272727272727272,0.0,0.22222222222222224,0.6285714285714287,0.7272727272727272,0.14986095603955316,0.32334960492569537,0.5705409372977114,0.6205403237479109
test,U Titshala ka Amy owayemfundisa ukwenza iijelopino yayingu Jessica kuba _ wayekwiclasi efundisa ukupheka. UAmy UJessica,The teacher to Amy on making stuffed jalapenos was Jessica because _ was in a cooking class. Amy Jessica,Utitshala kuAmy ekwenzeni ijalapenos egalelweyo yayinguJessica kuba _ wayekwiklasi yokupheka. Amy Jessica,Amy's teacher who taught her how to make jellopinos was Jessica because _ she was in a cooking class. Amy Jessica,Amy's teacher for making stuffed jalapenos was Jessica because _ she was in cooking class. Amy Jessica,0.1212121212121212,0.23076923076923075,0.717948717948718,0.7368421052631577,0.1212121212121212,0.15384615384615383,0.6666666666666666,0.7368421052631577,0.24048889392279826,0.501266180789262,0.6083594984151576,0.66453135778236
test,U James uwusike wawuwisa umthi kwaye uwele phezu kocingo lwaze lwatshabalala. U _ womelele. Umthi Ucingo,Jame cut down the tree and it fell on the fence and destroyed it. The _ is strong. tree fence,UJame wagawula umthi waza wawela elucingweni wawutshabalalisa. I_ yomelele. ucingo lomthi,James cut down the tree and it fell over the fence and perished. _ is strong. Tree Wire,Jame cut down the tree and it fell on the fence and destroyed it. The _ is strong. a wooden fence,0.058823529411764705,0.15384615384615383,0.7777777777777778,0.7027027027027027,0.058823529411764705,0.15384615384615383,0.7777777777777778,0.7027027027027027,0.11087515088451178,0.3889435804935058,0.6247427901380653,0.6124429754426398
test,"Ngethuba bekhempile, u Patricia wasusa isigcawu kumqolo ka Maria. _ wayengazoyiki izinambuzane. UPatricia UMaria","While camping, Patricia removed the spider in Maria's back. _ was not afraid of bugs. Patricia Maria","Ngoxa wayemise inkampu, uPatricia wasisusa isigcawu emqolo kaMaria. _ ebengoyiki iincukuthu. UPatricia Maria","While they were camping, Patricia removed the spider from Maria's back. _ he was not afraid of insects. Patricia Maria","While setting up camp, Patricia removed the spider from Maria's back. _ he was not afraid of bugs. Patricia Maria",0.13333333333333333,0.24000000000000002,0.8108108108108107,0.85,0.13333333333333333,0.16,0.8108108108108107,0.85,0.29108442972474763,0.549260089240579,0.712575800529022,0.7711624660178589
test,"U Derrick waba nezinzuzo ku Jason, kuba _ wayenokuqonda kokulahlekelwa koko ababesele bekuzuzile. UDerrick UJason","Derrick stole the benefits from Jason, because _ had a knack for losing what they earned. Derrick Jason","UDerrick webe izibonelelo kuJason, kuba _ wayenobuchule bokuphulukana noko bakufumeneyo. UDerrick Jason","Derrick had an advantage over Jason, because he had the understanding of losing what they had already gained. Derrick Jason","Derrick stole benefits from Jason, because _ he had a knack for losing what they got. Derrick Jason",0.12903225806451615,0.23999999999999996,0.5405405405405405,0.5405405405405405,0.12903225806451615,0.16,0.48648648648648646,0.5405405405405405,0.24529804410812148,0.44895058077766586,0.46239297864983286,0.4408067858656514
